TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
-1.00E-02,-0.1,0.3,-0.0999999,0.1
-1.00E-02,0.1,-0.3,-0.0999999,-0.3
-1.00E-02,0.1,0.3,-0.0999999,0.1
-1.00E-02,-0.1,-0.3,0.1,-0.3
-1.00E-02,0.1,0.3,0.1,0.1
-1.00E-02,0.1,-0.3,-0.0999999,-0.3
-1.00E-02,-0.1,0.3,-0.0999999,0.1
-9.99E-03,0.1,-0.3,-0.0999999,-0.3
-9.99E-03,-0.1,0.3,0.1,0.1
-9.99E-03,0.1,-0.1,0.1,-0.3
-9.99E-03,0.1,0.3,0.1,0.1
-9.99E-03,-0.1,-0.1,0.1,-0.3
-9.99E-03,-0.1,0.3,0.1,0.1
-9.99E-03,-0.1,-0.3,0.1,-0.3
-9.99E-03,0.1,0.3,0.1,0.1
-9.99E-03,-0.1,-0.3,0.1,-0.3
-9.99E-03,0.1,0.3,-0.0999999,0.1
-9.99E-03,-0.1,-0.3,0.1,-0.3
-9.99E-03,0.1,0.3,0.1,0.1
-9.98E-03,-0.1,-0.3,0.1,-0.3
-9.98E-03,-0.1,0.3,0.1,0.1
-9.98E-03,0.1,-0.3,0.1,-0.3
-9.98E-03,-0.1,0.1,-0.0999999,0.1
-9.98E-03,0.1,-0.3,0.1,-0.3
-9.98E-03,0.1,0.3,0.1,0.1
-9.98E-03,0.1,-0.1,-0.0999999,-0.3
-9.98E-03,-0.1,0.3,0.1,0.1
-9.98E-03,-0.1,-0.1,0.1,-0.3
-9.98E-03,-0.1,0.3,-0.0999999,0.1
-9.98E-03,0.1,-0.1,-0.0999999,-0.3
-9.98E-03,-0.1,0.3,0.1,0.1
-9.98E-03,-0.1,-0.3,-0.0999999,-0.3
-9.97E-03,-0.1,0.3,-0.0999999,0.1
-9.97E-03,-0.1,-0.3,0.1,-0.3
-9.97E-03,0.3,0.3,-0.0999999,0.1
-9.97E-03,0.1,-0.3,0.1,-0.0999999
-9.97E-03,0.1,0.3,0.1,0.1
-9.97E-03,-0.1,-0.3,0.1,-0.3
-9.97E-03,0.1,0.3,0.1,0.1
-9.97E-03,0.1,-0.3,-0.0999999,-0.3
-9.97E-03,0.1,0.3,0.1,0.1
-9.97E-03,-0.1,-0.3,0.1,-0.3
-9.97E-03,-0.1,0.3,0.1,0.1
-9.97E-03,-0.1,-0.3,0.1,-0.3
-9.96E-03,0.1,0.3,0.1,0.1
-9.96E-03,-0.1,-0.3,0.1,-0.3
-9.96E-03,-0.1,0.3,0.1,0.1
-9.96E-03,-0.1,-0.3,0.1,-0.3
-9.96E-03,0.1,0.3,0.1,0.1
-9.96E-03,0.1,-0.3,0.1,-0.3
-9.96E-03,0.1,0.3,-0.0999999,0.1
-9.96E-03,0.1,-0.3,0.1,-0.3
-9.96E-03,0.1,0.1,0.1,0.1
-9.96E-03,0.1,-0.3,0.1,-0.3
-9.96E-03,-0.1,0.3,-0.0999999,0.1
-9.96E-03,0.1,-0.3,0.1,-0.0999999
-9.96E-03,0.1,0.3,-0.0999999,0.1
-9.95E-03,-0.1,-0.3,-0.0999999,-0.3
-9.95E-03,0.1,0.3,0.1,0.1
-9.95E-03,-0.1,-0.3,0.1,-0.3
-9.95E-03,0.1,0.3,-0.0999999,0.1
-9.95E-03,-0.1,-0.3,0.1,-0.0999999
-9.95E-03,0.1,0.3,-0.0999999,0.1
-9.95E-03,0.1,-0.1,-0.0999999,-0.3
-9.95E-03,0.1,0.3,-0.0999999,0.1
-9.95E-03,0.1,-0.1,-0.0999999,-0.3
-9.95E-03,0.1,0.3,0.1,0.1
-9.95E-03,-0.1,-0.1,0.1,-0.3
-9.95E-03,-0.1,0.3,0.1,0.1
-9.94E-03,0.1,-0.3,-0.0999999,-0.3
-9.94E-03,0.1,0.3,0.1,0.1
-9.94E-03,0.1,-0.3,0.1,-0.3
-9.94E-03,0.1,0.3,-0.0999999,0.1
-9.94E-03,0.1,-0.1,0.1,-0.3
-9.94E-03,0.1,0.3,0.1,0.1
-9.94E-03,0.1,-0.3,0.1,-0.3
-9.94E-03,-0.1,0.3,0.1,0.1
-9.94E-03,-0.1,-0.1,0.1,-0.3
-9.94E-03,-0.1,0.3,-0.0999999,0.1
-9.94E-03,0.1,-0.3,-0.0999999,-0.3
-9.94E-03,0.1,0.3,-0.0999999,0.1
-9.94E-03,-0.1,-0.1,0.1,-0.3
-9.93E-03,-0.1,0.3,0.1,0.1
-9.93E-03,-0.1,-0.3,0.1,-0.3
-9.93E-03,-0.1,0.3,0.1,0.1
-9.93E-03,-0.1,-0.1,-0.0999999,-0.3
-9.93E-03,-0.1,0.3,-0.0999999,0.1
-9.93E-03,0.1,-0.3,0.1,-0.3
-9.93E-03,0.1,0.3,-0.0999999,0.1
-9.93E-03,0.1,-0.3,0.1,-0.3
-9.93E-03,-0.1,0.1,-0.0999999,0.1
-9.93E-03,-0.1,-0.3,0.1,-0.3
-9.93E-03,0.1,0.3,0.1,0.1
-9.93E-03,0.1,-0.1,0.1,-0.3
-9.92E-03,-0.1,0.3,-0.0999999,0.1
-9.92E-03,0.1,-0.1,0.1,-0.3
-9.92E-03,-0.1,0.3,-0.0999999,0.1
-9.92E-03,-0.1,-0.3,-0.0999999,-0.3
-9.92E-03,-0.1,0.3,0.1,0.1
-9.92E-03,0.1,-0.3,0.1,-0.3
-9.92E-03,-0.1,0.3,-0.0999999,0.1
-9.92E-03,-0.1,-0.3,0.1,-0.3
-9.92E-03,-0.1,0.3,0.1,0.1
-9.92E-03,0.1,-0.1,-0.0999999,-0.3
-9.92E-03,0.1,0.3,-0.0999999,0.1
-9.92E-03,-0.1,-0.3,0.1,-0.3
-9.92E-03,-0.1,0.3,0.1,0.1
-9.91E-03,0.1,-0.3,0.1,-0.3
-9.91E-03,0.1,0.3,0.1,0.1
-9.91E-03,-0.1,-0.3,-0.0999999,-0.3
-9.91E-03,0.1,0.3,0.1,0.1
-9.91E-03,-0.1,-0.1,-0.0999999,-0.0999999
-9.91E-03,-0.1,0.3,0.1,0.1
-9.91E-03,0.1,-0.3,0.1,-0.3
-9.91E-03,-0.1,0.3,-0.0999999,0.1
-9.91E-03,-0.1,-0.3,-0.0999999,-0.3
-9.91E-03,0.1,0.3,0.1,0.1
-9.91E-03,-0.1,-0.3,-0.0999999,-0.3
-9.91E-03,0.1,0.3,0.1,0.1
-9.90E-03,-0.1,-0.3,-0.0999999,-0.3
-9.90E-03,-0.1,0.3,0.1,0.1
-9.90E-03,0.1,-0.1,0.1,-0.0999999
-9.90E-03,-0.1,0.3,0.1,0.1
-9.90E-03,-0.1,-0.3,-0.0999999,-0.3
-9.90E-03,0.1,0.3,-0.0999999,0.1
-9.90E-03,-0.1,-0.1,0.1,-0.3
-9.90E-03,0.1,0.3,0.1,0.1
-9.90E-03,-0.1,-0.3,0.1,-0.3
-9.90E-03,-0.1,0.3,0.1,0.1
-9.90E-03,0.1,-0.1,-0.0999999,-0.3
-9.90E-03,-0.1,0.3,0.1,0.1
-9.90E-03,0.1,-0.3,-0.0999999,-0.3
-9.89E-03,0.1,0.3,-0.0999999,0.1
-9.89E-03,-0.1,-0.1,-0.0999999,-0.3
-9.89E-03,0.1,0.3,0.1,0.1
-9.89E-03,0.1,-0.1,0.1,-0.3
-9.89E-03,0.1,0.3,-0.0999999,0.1
-9.89E-03,-0.1,-0.3,0.1,-0.3
-9.89E-03,-0.1,0.3,0.1,0.1
-9.89E-03,-0.1,-0.3,0.1,-0.3
-9.89E-03,0.1,0.1,0.1,0.3
-9.89E-03,0.1,-0.3,0.1,-0.3
-9.89E-03,-0.1,0.1,-0.0999999,0.1
-9.89E-03,0.1,-0.1,0.1,-0.3
-9.88E-03,0.1,0.3,0.1,0.1
-9.88E-03,-0.1,-0.3,0.1,-0.3
-9.88E-03,0.1,0.3,0.1,0.1
-9.88E-03,-0.1,-0.1,0.1,-0.3
-9.88E-03,0.1,0.3,-0.0999999,0.1
-9.88E-03,-0.1,-0.3,0.1,-0.0999999
-9.88E-03,-0.1,0.3,0.1,0.1
-9.88E-03,0.1,-0.3,0.1,-0.3
-9.88E-03,-0.1,0.3,0.1,0.1
-9.88E-03,-0.1,-0.1,0.1,-0.3
-9.88E-03,0.1,0.3,0.1,0.1
-9.88E-03,-0.1,-0.3,0.1,-0.3
-9.88E-03,-0.1,0.3,-0.0999999,0.1
-9.87E-03,0.1,-0.3,-0.0999999,-0.3
-9.87E-03,0.3,0.3,0.1,0.1
-9.87E-03,-0.1,-0.3,0.1,-0.3
-9.87E-03,0.1,0.3,0.1,0.1
-9.87E-03,0.3,-0.1,-0.0999999,-0.3
-9.87E-03,-0.1,0.3,-0.0999999,0.1
-9.87E-03,0.1,-0.3,-0.0999999,-0.3
-9.87E-03,-0.1,0.3,0.1,0.1
-9.87E-03,0.1,-0.1,-0.0999999,-0.0999999
-9.87E-03,0.1,0.3,0.1,0.1
-9.87E-03,-0.1,-0.3,0.1,-0.3
-9.87E-03,-0.1,0.3,-0.0999999,0.1
-9.86E-03,0.1,-0.1,-0.0999999,-0.3
-9.86E-03,0.1,0.3,0.1,0.1
-9.86E-03,0.1,-0.3,0.1,-0.3
-9.86E-03,0.1,0.3,0.1,0.1
-9.86E-03,-0.1,-0.1,0.1,-0.3
-9.86E-03,-0.1,0.3,0.1,0.1
-9.86E-03,0.1,-0.3,0.1,-0.3
-9.86E-03,-0.1,0.3,0.1,0.1
-9.86E-03,-0.1,-0.3,0.1,-0.3
-9.86E-03,0.1,0.3,-0.0999999,0.1
-9.86E-03,-0.1,-0.1,-0.0999999,-0.3
-9.86E-03,0.1,0.3,0.1,0.1
-9.86E-03,0.1,-0.3,0.1,-0.3
-9.85E-03,0.1,0.3,0.1,0.1
-9.85E-03,0.1,-0.1,0.1,-0.3
-9.85E-03,-0.1,0.3,0.1,0.1
-9.85E-03,-0.1,-0.3,-0.0999999,-0.3
-9.85E-03,0.1,0.3,0.1,0.1
-9.85E-03,0.1,-0.3,-0.0999999,-0.3
-9.85E-03,-0.1,0.3,-0.0999999,0.1
-9.85E-03,-0.1,-0.3,0.1,-0.3
-9.85E-03,-0.1,0.3,-0.0999999,0.1
-9.85E-03,0.1,-0.1,-0.0999999,-0.3
-9.85E-03,0.1,0.3,0.1,0.1
-9.85E-03,0.1,-0.1,-0.0999999,-0.3
-9.84E-03,-0.1,0.3,0.1,0.1
-9.84E-03,-0.1,-0.1,0.1,-0.3
-9.84E-03,-0.1,0.3,0.1,0.1
-9.84E-03,-0.1,-0.3,-0.0999999,-0.3
-9.84E-03,0.1,0.3,-0.0999999,0.1
-9.84E-03,-0.1,-0.3,0.1,-0.3
-9.84E-03,-0.1,0.3,0.1,0.1
-9.84E-03,0.1,-0.3,0.1,-0.3
-9.84E-03,-0.1,0.3,-0.0999999,0.1
-9.84E-03,0.1,-0.3,0.1,-0.3
-9.84E-03,0.1,0.1,-0.0999999,0.1
-9.84E-03,0.1,-0.3,-0.0999999,-0.3
-9.84E-03,0.1,0.3,-0.0999999,0.1
-9.83E-03,0.1,-0.1,-0.0999999,-0.3
-9.83E-03,0.1,0.3,-0.0999999,0.1
-9.83E-03,0.1,-0.1,-0.0999999,-0.3
-9.83E-03,0.1,0.3,0.1,0.1
-9.83E-03,0.1,-0.1,-0.0999999,-0.3
-9.83E-03,0.1,0.3,-0.0999999,0.1
-9.83E-03,-0.1,-0.3,0.1,-0.3
-9.83E-03,-0.1,0.3,-0.0999999,0.1
-9.83E-03,-0.1,-0.3,0.1,-0.3
-9.83E-03,-0.1,0.3,-0.0999999,0.1
-9.83E-03,-0.1,-0.3,-0.0999999,-0.3
-9.83E-03,-0.1,0.3,0.1,0.1
-9.82E-03,0.1,-0.3,-0.0999999,-0.3
-9.82E-03,-0.1,0.3,-0.0999999,0.1
-9.82E-03,-0.1,-0.3,0.1,-0.3
-9.82E-03,-0.1,0.3,0.1,0.1
-9.82E-03,-0.1,-0.1,0.1,-0.3
-9.82E-03,-0.1,0.3,0.1,0.1
-9.82E-03,-0.1,-0.3,-0.0999999,-0.3
-9.82E-03,-0.1,0.3,-0.0999999,0.1
-9.82E-03,0.1,-0.1,-0.0999999,-0.3
-9.82E-03,-0.1,0.3,0.1,0.1
-9.82E-03,0.1,-0.3,0.1,-0.3
-9.82E-03,0.1,0.3,0.1,0.1
-9.82E-03,-0.1,-0.1,0.1,-0.3
-9.81E-03,-0.1,0.3,0.1,0.1
-9.81E-03,-0.1,-0.1,0.1,-0.3
-9.81E-03,0.1,0.3,0.1,0.1
-9.81E-03,0.1,-0.1,0.1,-0.3
-9.81E-03,0.1,0.3,0.1,0.1
-9.81E-03,0.1,-0.1,0.1,-0.3
-9.81E-03,-0.1,0.3,0.1,0.1
-9.81E-03,0.1,-0.1,-0.0999999,-0.0999999
-9.81E-03,0.1,0.3,0.1,0.1
-9.81E-03,0.1,-0.1,-0.0999999,-0.3
-9.81E-03,0.1,0.3,0.1,0.1
-9.81E-03,0.1,-0.1,0.1,-0.3
-9.80E-03,-0.1,0.3,0.1,0.1
-9.80E-03,0.1,-0.3,-0.0999999,-0.3
-9.80E-03,-0.1,0.3,0.1,0.1
-9.80E-03,-0.1,-0.3,0.1,-0.3
-9.80E-03,0.1,0.3,0.1,0.1
-9.80E-03,0.1,-0.3,-0.0999999,-0.3
-9.80E-03,0.1,0.3,-0.0999999,0.1
-9.80E-03,0.1,-0.3,0.1,-0.0999999
-9.80E-03,0.1,0.3,0.1,0.1
-9.80E-03,-0.1,-0.3,-0.0999999,-0.3
-9.80E-03,-0.1,0.3,0.1,0.1
-9.80E-03,-0.1,-0.1,-0.0999999,-0.3
-9.80E-03,0.1,0.3,-0.0999999,0.1
-9.79E-03,0.1,-0.3,0.1,-0.3
-9.79E-03,-0.1,0.3,-0.0999999,0.1
-9.79E-03,0.1,-0.3,-0.0999999,-0.3
-9.79E-03,0.1,0.3,0.1,0.1
-9.79E-03,0.1,-0.3,0.1,-0.0999999
-9.79E-03,-0.1,0.3,0.1,0.1
-9.79E-03,0.1,-0.3,0.1,-0.0999999
-9.79E-03,-0.1,0.3,-0.0999999,0.1
-9.79E-03,0.1,-0.1,0.1,-0.3
-9.79E-03,0.1,0.3,0.1,0.1
-9.79E-03,0.1,-0.1,0.1,-0.3
-9.79E-03,0.1,0.3,-0.0999999,0.1
-9.78E-03,0.1,-0.3,0.1,-0.3
-9.78E-03,0.1,0.3,-0.0999999,0.1
-9.78E-03,-0.1,-0.3,0.1,-0.3
-9.78E-03,-0.1,0.3,0.1,0.1
-9.78E-03,-0.3,-0.3,-0.0999999,-0.3
-9.78E-03,-0.1,0.3,-0.0999999,0.1
-9.78E-03,0.1,-0.3,0.1,-0.3
-9.78E-03,-0.1,0.3,0.1,0.1
-9.78E-03,-0.1,-0.3,-0.0999999,-0.3
-9.78E-03,-0.1,0.1,0.1,0.1
-9.78E-03,0.1,-0.3,0.1,-0.3
-9.78E-03,0.1,0.3,0.1,0.1
-9.78E-03,-0.1,-0.3,-0.0999999,-0.3
-9.77E-03,0.1,0.3,0.1,0.1
-9.77E-03,0.1,-0.3,0.1,-0.3
-9.77E-03,0.1,0.3,-0.0999999,0.1
-9.77E-03,0.1,-0.3,0.1,-0.3
-9.77E-03,-0.1,0.3,-0.0999999,0.1
-9.77E-03,-0.1,-0.1,0.1,-0.3
-9.77E-03,-0.1,0.3,0.1,0.1
-9.77E-03,-0.1,-0.3,-0.0999999,-0.3
-9.77E-03,0.1,0.3,-0.0999999,0.1
-9.77E-03,-0.1,-0.3,0.1,-0.3
-9.77E-03,0.1,0.1,-0.0999999,0.1
-9.77E-03,-0.1,-0.3,-0.0999999,-0.3
-9.76E-03,0.1,0.3,0.1,0.1
-9.76E-03,0.1,-0.3,0.1,-0.0999999
-9.76E-03,-0.1,0.3,0.1,0.1
-9.76E-03,-0.1,-0.3,-0.0999999,-0.3
-9.76E-03,-0.1,0.3,0.1,0.1
-9.76E-03,0.1,-0.3,0.1,-0.3
-9.76E-03,-0.1,0.3,0.1,0.1
-9.76E-03,-0.1,-0.3,0.1,-0.3
-9.76E-03,-0.1,0.3,0.1,0.1
-9.76E-03,0.1,-0.3,0.1,-0.3
-9.76E-03,-0.1,0.3,0.1,0.1
-9.76E-03,0.1,-0.3,0.1,-0.3
-9.76E-03,0.1,0.3,-0.0999999,0.1
-9.75E-03,0.1,-0.1,0.1,-0.3
-9.75E-03,0.1,0.3,0.1,0.1
-9.75E-03,0.1,-0.3,0.1,-0.3
-9.75E-03,-0.1,0.3,0.1,0.1
-9.75E-03,-0.1,-0.3,-0.0999999,-0.3
-9.75E-03,0.1,0.3,-0.0999999,0.1
-9.75E-03,-0.1,-0.3,-0.0999999,-0.3
-9.75E-03,-0.1,0.1,0.1,0.1
-9.75E-03,-0.1,-0.3,0.1,-0.3
-9.75E-03,-0.1,0.1,-0.0999999,0.1
-9.75E-03,0.1,-0.3,-0.0999999,-0.3
-9.75E-03,-0.1,0.3,-0.0999999,0.1
-9.74E-03,0.1,-0.1,0.1,-0.3
-9.74E-03,0.1,0.3,-0.0999999,0.1
-9.74E-03,-0.1,-0.1,-0.0999999,-0.3
-9.74E-03,-0.1,0.3,-0.0999999,0.1
-9.74E-03,-0.1,-0.1,-0.0999999,-0.3
-9.74E-03,0.1,0.3,-0.0999999,0.1
-9.74E-03,0.1,-0.1,0.1,-0.3
-9.74E-03,-0.1,0.3,0.1,0.1
-9.74E-03,-0.1,-0.3,0.1,-0.3
-9.74E-03,-0.1,0.3,-0.0999999,0.1
-9.74E-03,0.1,-0.3,0.1,-0.3
-9.74E-03,-0.1,0.3,-0.0999999,0.1
-9.74E-03,-0.1,-0.3,0.1,-0.3
-9.73E-03,-0.1,0.3,0.1,0.1
-9.73E-03,0.1,-0.3,-0.0999999,-0.3
-9.73E-03,-0.1,0.3,0.1,0.1
-9.73E-03,0.1,-0.3,0.1,-0.3
-9.73E-03,-0.1,0.1,-0.0999999,0.1
-9.73E-03,0.1,-0.1,0.1,-0.3
-9.73E-03,0.1,0.3,-0.0999999,0.1
-9.73E-03,-0.1,-0.1,-0.0999999,-0.3
-9.73E-03,0.1,0.3,0.1,0.1
-9.73E-03,-0.1,-0.3,0.1,-0.3
-9.73E-03,-0.1,0.1,0.1,0.1
-9.73E-03,-0.1,-0.3,0.1,-0.3
-9.72E-03,-0.1,0.3,0.1,0.1
-9.72E-03,-0.1,-0.3,-0.0999999,-0.3
-9.72E-03,-0.1,0.3,0.1,0.1
-9.72E-03,0.1,-0.3,0.1,-0.3
-9.72E-03,-0.1,0.1,0.1,0.1
-9.72E-03,0.1,-0.3,0.1,-0.3
-9.72E-03,0.1,0.3,0.1,0.1
-9.72E-03,0.1,-0.3,0.1,-0.3
-9.72E-03,-0.1,0.3,0.1,0.1
-9.72E-03,-0.1,-0.1,0.1,-0.3
-9.72E-03,-0.1,0.3,-0.0999999,0.1
-9.72E-03,-0.1,-0.1,0.1,-0.3
-9.72E-03,-0.1,0.3,-0.0999999,0.1
-9.71E-03,0.1,-0.3,0.1,-0.3
-9.71E-03,-0.1,0.3,-0.0999999,0.1
-9.71E-03,0.1,-0.3,0.1,-0.3
-9.71E-03,-0.1,0.3,0.1,0.1
-9.71E-03,-0.1,-0.3,0.1,-0.3
-9.71E-03,-0.1,0.3,-0.0999999,0.1
-9.71E-03,0.1,-0.1,-0.0999999,-0.3
-9.71E-03,0.1,0.3,0.1,0.1
-9.71E-03,-0.1,-0.3,0.1,-0.3
-9.71E-03,-0.1,0.3,0.1,0.1
-9.71E-03,-0.1,-0.3,0.1,-0.3
-9.71E-03,-0.1,0.3,0.1,0.1
-9.70E-03,0.1,-0.3,0.1,-0.3
-9.70E-03,-0.1,0.1,0.1,0.1
-9.70E-03,0.1,-0.3,-0.0999999,-0.0999999
-9.70E-03,-0.1,0.3,-0.0999999,0.1
-9.70E-03,0.1,-0.3,0.1,-0.3
-9.70E-03,0.1,0.3,-0.0999999,0.1
-9.70E-03,0.1,-0.3,-0.0999999,-0.3
-9.70E-03,0.1,0.3,0.1,0.1
-9.70E-03,-0.1,-0.3,-0.0999999,-0.3
-9.70E-03,0.1,0.1,0.1,0.1
-9.70E-03,0.1,-0.3,-0.0999999,-0.3
-9.70E-03,0.1,0.3,-0.0999999,0.1
-9.70E-03,0.1,-0.1,0.1,-0.3
-9.69E-03,0.1,0.3,-0.0999999,0.1
-9.69E-03,-0.1,-0.1,0.1,-0.3
-9.69E-03,-0.1,0.3,-0.0999999,0.1
-9.69E-03,0.1,-0.3,-0.0999999,-0.3
-9.69E-03,-0.1,0.3,0.1,0.1
-9.69E-03,0.1,-0.3,-0.0999999,-0.3
-9.69E-03,-0.1,0.3,0.1,0.1
-9.69E-03,-0.1,-0.1,0.1,-0.3
-9.69E-03,-0.1,0.3,0.1,0.1
-9.69E-03,-0.1,-0.3,0.1,-0.3
-9.69E-03,0.1,0.3,-0.0999999,0.1
-9.69E-03,-0.1,-0.3,0.1,-0.3
-9.68E-03,0.1,0.3,0.1,0.1
-9.68E-03,0.1,-0.1,0.1,-0.3
-9.68E-03,0.1,0.3,0.1,0.1
-9.68E-03,-0.1,-0.1,0.1,-0.3
-9.68E-03,0.1,0.3,-0.0999999,0.1
-9.68E-03,-0.1,-0.1,0.1,-0.3
-9.68E-03,-0.1,0.3,-0.0999999,0.1
-9.68E-03,0.1,-0.3,0.1,-0.3
-9.68E-03,-0.1,0.3,-0.0999999,0.1
-9.68E-03,-0.1,-0.3,-0.0999999,-0.3
-9.68E-03,0.1,0.1,0.1,0.1
-9.68E-03,-0.1,-0.3,0.1,-0.3
-9.68E-03,0.1,0.3,-0.0999999,0.1
-9.67E-03,-0.1,-0.3,-0.0999999,-0.3
-9.67E-03,-0.1,0.3,-0.0999999,0.1
-9.67E-03,-0.1,-0.3,0.1,-0.3
-9.67E-03,0.1,0.1,-0.0999999,0.1
-9.67E-03,0.1,-0.3,-0.0999999,-0.3
-9.67E-03,0.1,0.3,0.1,0.1
-9.67E-03,0.1,-0.1,-0.0999999,-0.3
-9.67E-03,0.1,0.3,0.1,0.1
-9.67E-03,0.1,-0.1,0.1,-0.3
-9.67E-03,0.1,0.3,-0.0999999,0.1
-9.67E-03,-0.1,-0.1,-0.0999999,-0.3
-9.67E-03,0.1,0.3,-0.0999999,0.1
-9.66E-03,0.1,-0.1,0.1,-0.3
-9.66E-03,-0.1,0.3,-0.0999999,0.1
-9.66E-03,0.1,-0.1,0.1,-0.0999999
-9.66E-03,0.1,0.3,0.1,0.1
-9.66E-03,-0.1,-0.3,-0.0999999,-0.3
-9.66E-03,-0.1,0.3,0.1,0.1
-9.66E-03,-0.1,-0.1,-0.0999999,-0.3
-9.66E-03,0.1,0.3,0.1,0.1
-9.66E-03,-0.1,-0.3,0.1,-0.3
-9.66E-03,0.1,0.3,0.1,0.1
-9.66E-03,-0.1,-0.3,-0.0999999,-0.3
-9.66E-03,-0.1,0.3,-0.0999999,0.1
-9.66E-03,-0.1,-0.3,0.1,-0.3
-9.65E-03,0.1,0.3,0.1,0.1
-9.65E-03,0.1,-0.3,0.1,-0.3
-9.65E-03,-0.1,0.3,0.1,0.1
-9.65E-03,-0.1,-0.3,0.1,-0.3
-9.65E-03,-0.1,0.3,-0.0999999,0.1
-9.65E-03,0.3,-0.3,-0.0999999,-0.3
-9.65E-03,-0.1,0.3,-0.0999999,0.1
-9.65E-03,-0.1,-0.1,0.1,-0.3
-9.65E-03,-0.1,0.3,0.1,0.1
-9.65E-03,0.1,-0.1,0.1,-0.3
-9.65E-03,0.1,0.3,-0.0999999,0.1
-9.65E-03,0.1,-0.3,-0.0999999,-0.3
-9.64E-03,-0.1,0.3,0.1,0.1
-9.64E-03,0.1,-0.3,-0.0999999,-0.3
-9.64E-03,-0.1,0.3,0.1,0.1
-9.64E-03,-0.1,-0.3,-0.0999999,-0.3
-9.64E-03,-0.1,0.3,-0.0999999,0.1
-9.64E-03,0.1,-0.3,0.1,-0.3
-9.64E-03,0.1,0.3,0.1,0.1
-9.64E-03,0.1,-0.1,-0.0999999,-0.3
-9.64E-03,0.1,0.3,-0.0999999,0.1
-9.64E-03,0.1,-0.1,0.1,-0.3
-9.64E-03,0.1,0.3,0.1,0.1
-9.64E-03,0.3,-0.1,-0.0999999,-0.3
-9.64E-03,0.1,0.3,-0.0999999,0.1
-9.63E-03,0.1,-0.1,0.1,-0.3
-9.63E-03,-0.1,0.3,0.1,0.1
-9.63E-03,-0.1,-0.3,-0.0999999,-0.3
-9.63E-03,0.1,0.3,-0.0999999,0.1
-9.63E-03,-0.1,-0.3,-0.0999999,-0.3
-9.63E-03,-0.1,0.3,0.1,0.1
-9.63E-03,0.1,-0.3,-0.0999999,-0.3
-9.63E-03,0.1,0.3,-0.0999999,0.1
-9.63E-03,-0.1,-0.3,-0.0999999,-0.3
-9.63E-03,-0.1,0.1,0.1,0.1
-9.63E-03,-0.1,-0.3,0.1,-0.3
-9.63E-03,0.1,0.3,0.1,0.1
-9.62E-03,-0.1,-0.3,0.1,-0.3
-9.62E-03,0.1,0.3,0.1,0.1
-9.62E-03,0.1,-0.1,0.1,-0.3
-9.62E-03,0.1,0.3,-0.0999999,0.1
-9.62E-03,0.1,-0.1,-0.0999999,-0.3
-9.62E-03,-0.1,0.3,0.1,0.1
-9.62E-03,-0.1,-0.1,0.1,-0.3
-9.62E-03,-0.1,0.3,0.1,0.1
-9.62E-03,-0.1,-0.3,0.1,-0.3
-9.62E-03,0.1,0.3,-0.0999999,0.1
-9.62E-03,0.1,-0.3,0.1,-0.3
-9.62E-03,0.1,0.3,-0.0999999,0.1
-9.62E-03,0.1,-0.3,0.1,-0.3
-9.61E-03,0.1,0.3,-0.0999999,0.1
-9.61E-03,0.1,-0.3,-0.0999999,-0.3
-9.61E-03,-0.1,0.3,-0.0999999,0.1
-9.61E-03,-0.1,-0.3,0.1,-0.3
-9.61E-03,0.1,0.1,-0.0999999,0.1
-9.61E-03,-0.1,-0.3,-0.0999999,-0.3
-9.61E-03,-0.1,0.1,0.1,0.1
-9.61E-03,0.1,-0.3,0.1,-0.3
-9.61E-03,0.1,0.3,0.1,0.1
-9.61E-03,0.1,-0.3,0.1,-0.3
-9.61E-03,0.1,0.1,-0.0999999,0.1
-9.61E-03,-0.1,-0.1,0.1,-0.3
-9.60E-03,-0.1,0.3,-0.0999999,0.1
-9.60E-03,0.1,-0.1,-0.0999999,-0.3
-9.60E-03,0.1,0.3,0.1,0.1
-9.60E-03,-0.1,-0.1,-0.0999999,-0.3
-9.60E-03,0.1,0.3,0.1,0.1
-9.60E-03,0.1,-0.3,-0.0999999,-0.3
-9.60E-03,-0.1,0.3,0.1,0.1
-9.60E-03,-0.1,-0.1,0.1,-0.3
-9.60E-03,-0.1,0.3,-0.0999999,0.1
-9.60E-03,0.1,-0.3,0.1,-0.3
-9.60E-03,0.1,0.3,-0.0999999,0.1
-9.60E-03,0.1,-0.3,-0.0999999,-0.3
-9.60E-03,0.1,0.3,0.1,0.1
-9.59E-03,0.1,-0.1,0.1,-0.3
-9.59E-03,-0.1,0.3,-0.0999999,0.1
-9.59E-03,-0.1,-0.3,-0.0999999,-0.3
-9.59E-03,0.1,0.3,-0.0999999,0.1
-9.59E-03,-0.1,-0.3,-0.0999999,-0.3
-9.59E-03,0.1,0.3,0.1,0.1
-9.59E-03,-0.1,-0.3,0.1,-0.3
-9.59E-03,-0.1,0.3,-0.0999999,0.1
-9.59E-03,0.1,-0.3,0.1,-0.3
-9.59E-03,0.1,0.3,-0.0999999,0.1
-9.59E-03,-0.1,-0.3,0.1,-0.3
-9.59E-03,-0.1,0.3,0.1,0.1
-9.58E-03,0.1,-0.3,-0.0999999,-0.3
-9.58E-03,0.1,0.3,0.1,0.1
-9.58E-03,0.1,-0.1,0.1,-0.3
